Time,Engine Coolant Temperature [Â°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [Â°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [Â°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%],lat,lon,elevation_m,gps_bearing,gps_speed_ms,gps_fix
08:25:10.738,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157475,74.881728,-18.2,329.3,11.417,0
08:25:10.799,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157478,74.8817239,-18.0,329.7,11.428,0
08:25:10.888,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157483,74.881718,-17.8,330.2,11.445,0
08:25:10.949,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157486,74.881714,-17.7,330.5,11.457,0
08:25:11.038,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157491,74.8817081,-17.5,331.0,11.474,0
08:25:11.099,46,103.0,906.0,22.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157494,74.8817041,-17.4,331.4,11.485,0
08:25:11.188,46,103.0,906.0,19.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157499,74.8816982,-17.2,331.9,11.502,0
08:25:11.249,46,103.0,906.0,19.0,18.0,8.83,83.5,17.0,14.1,14.5,12.9157502,74.8816941,-17.0,332.2,11.514,0
08:25:11.338,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157506,74.8816882,-16.8,332.7,11.53,0
08:25:11.399,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.915751,74.8816842,-16.7,333.1,11.542,0
08:25:11.488,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157514,74.8816783,-16.5,333.6,11.559,0
08:25:11.549,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157517,74.8816743,-16.3,333.9,11.57,0
08:25:11.638,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157522,74.8816684,-16.2,334.4,11.587,0
08:25:11.699,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157525,74.8816643,-16.0,334.8,11.599,0
08:25:11.788,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.915753,74.8816584,-15.8,335.3,11.616,0
08:25:11.849,46,103.0,906.0,19.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157533,74.8816544,-15.7,335.6,11.627,0
08:25:11.938,46,103.0,906.0,16.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157538,74.8816485,-15.5,336.1,11.644,0
08:25:11.999,46,103.0,906.0,16.0,18.0,8.97,83.5,17.0,14.1,14.5,12.9157541,74.8816445,-15.3,336.5,11.655,0
08:25:12.090,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157546,74.8816384,-15.1,337.0,11.673,0
08:25:12.149,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157549,74.8816345,-15.0,337.3,11.684,0
08:25:12.238,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157553,74.8816286,-14.8,337.8,11.701,0
08:25:12.299,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157556,74.8816246,-14.7,338.2,11.712,0
08:25:12.388,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157561,74.8816187,-14.5,338.7,11.729,0
08:25:12.449,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157564,74.8816147,-14.3,339.0,11.741,0
08:25:12.538,46,103.0,906.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157569,74.8816088,-14.1,339.5,11.757,0
08:25:12.599,46,103.0,907.0,16.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157572,74.8816047,-14.0,339.9,11.769,0
08:25:12.688,46,103.0,907.0,12.0,18.0,8.74,83.5,17.0,14.1,14.5,12.9157606,74.8815994,-14.1,339.5,11.761,0
08:25:12.748,46,103.0,907.0,12.0,19.0,8.74,83.5,17.0,14.1,14.5,12.915763,74.8815958,-14.1,339.3,11.755,0
08:25:12.838,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157666,74.8815904,-14.2,338.9,11.746,0
08:25:12.928,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157703,74.881585,-14.3,338.5,11.737,0
08:25:12.989,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157727,74.8815814,-14.4,338.2,11.731,0
08:25:13.049,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157752,74.8815778,-14.4,337.9,11.724,0
08:25:13.138,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157787,74.8815724,-14.5,337.5,11.715,0
08:25:13.228,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157824,74.881567,-14.6,337.1,11.706,0
08:25:13.318,46,103.0,907.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.915786,74.8815617,-14.7,336.7,11.697,0
08:25:13.408,46,103.0,906.0,12.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157896,74.8815563,-14.7,336.3,11.688,0
08:25:13.498,46,103.0,906.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157933,74.8815509,-14.8,335.9,11.678,0
08:25:13.588,46,103.0,906.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9157969,74.8815455,-14.9,335.5,11.669,0
08:25:13.678,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158005,74.8815401,-15.0,335.1,11.66,0
08:25:13.768,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158042,74.8815347,-15.1,334.7,11.651,0
08:25:13.858,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158078,74.8815293,-15.2,334.3,11.641,0
08:25:13.948,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158114,74.881524,-15.3,333.9,11.632,0
08:25:14.038,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158151,74.8815186,-15.3,333.5,11.623,0
08:25:14.128,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158187,74.8815132,-15.4,333.1,11.614,0
08:25:14.218,46,103.0,906.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158223,74.8815078,-15.5,332.7,11.604,0
08:25:14.308,46,103.0,901.0,5.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158259,74.8815024,-15.6,332.3,11.595,0
08:25:14.428,46,103.0,901.0,3.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158308,74.8814952,-15.7,331.8,11.583,0
08:25:14.518,46,103.0,901.0,3.0,19.0,8.94,83.5,17.0,14.1,14.5,12.9158344,74.8814898,-15.8,331.4,11.574,0
08:25:14.608,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,14.1,14.5,12.915838,74.8814845,-15.9,331.0,11.564,0
08:25:14.698,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,14.1,14.5,12.9158417,74.8814791,-16.0,330.6,11.555,0
08:25:14.788,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,14.1,14.5,12.9158453,74.8814737,-16.0,330.2,11.546,0
08:25:14.878,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,15.3,14.5,12.9158489,74.8814683,-16.1,329.8,11.537,0
08:25:14.968,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158526,74.8814629,-16.2,329.4,11.527,0
08:25:15.058,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158562,74.8814575,-16.3,329.0,11.518,0
08:25:15.148,46,103.0,901.0,3.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158598,74.8814521,-16.4,328.6,11.509,0
08:25:15.238,46,103.0,932.0,3.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158635,74.8814468,-16.5,328.2,11.5,0
08:25:15.328,46,103.0,932.0,4.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158671,74.8814414,-16.5,327.8,11.49,0
08:25:15.418,46,103.0,932.0,4.0,19.0,8.74,83.5,17.0,15.3,14.9,12.9158707,74.881436,-16.6,327.4,11.481,0
08:25:15.508,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,15.3,14.9,12.9158744,74.8814306,-16.7,327.0,11.472,0
08:25:15.598,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,15.3,14.9,12.915878,74.8814252,-16.8,326.6,11.463,0
08:25:15.718,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,15.3,14.9,12.9158828,74.881418,-16.9,326.0,11.45,0
08:25:15.808,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,14.1,14.9,12.9158865,74.8814126,-17.0,325.6,11.441,0
08:25:15.898,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,14.1,14.5,12.9158901,74.8814073,-17.1,325.2,11.432,0
08:25:15.988,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,14.1,14.5,12.9158937,74.8814019,-17.2,324.8,11.423,0
08:25:16.078,46,103.0,932.0,4.0,19.0,9.13,83.5,17.0,14.1,14.5,12.9158974,74.8813965,-17.2,324.4,11.413,0
08:25:16.168,46,103.0,936.0,4.0,19.0,9.13,83.5,17.0,14.1,14.5,12.915901,74.8813911,-17.3,324.0,11.404,0
08:25:16.258,46,103.0,936.0,5.0,19.0,9.13,83.5,17.0,14.1,14.5,12.9159046,74.8813857,-17.4,323.6,11.395,0
08:25:16.348,46,103.0,936.0,5.0,20.0,9.13,83.5,17.0,14.1,14.5,12.9159082,74.8813803,-17.5,323.2,11.386,0
08:25:16.438,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159119,74.8813749,-17.6,322.8,11.376,0
08:25:16.528,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159155,74.8813696,-17.7,322.4,11.367,0
08:25:16.618,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159191,74.8813642,-17.7,322.0,11.358,0
08:25:16.708,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159228,74.8813588,-17.8,321.6,11.349,0
08:25:16.798,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159264,74.8813534,-17.9,321.2,11.34,0
08:25:16.888,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.91593,74.881348,-18.0,320.8,11.33,0
08:25:16.978,46,103.0,936.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159337,74.8813426,-18.1,320.4,11.321,0
08:25:17.068,46,103.0,885.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159373,74.8813372,-18.2,320.0,11.312,0
08:25:17.158,46,103.0,885.0,5.0,20.0,8.91,83.5,17.0,14.1,14.5,12.9159409,74.8813319,-18.2,319.6,11.303,0
08:25:17.248,46,103.0,885.0,5.0,19.0,8.91,83.5,17.0,14.1,14.5,12.9159446,74.8813265,-18.3,319.2,11.293,0
08:25:17.338,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159482,74.8813211,-18.4,318.8,11.284,0
08:25:17.428,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159518,74.8813157,-18.5,318.4,11.275,0
08:25:17.518,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159554,74.8813103,-18.6,318.0,11.266,0
08:25:17.608,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159591,74.8813049,-18.7,317.6,11.256,0
08:25:17.698,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159627,74.8812995,-18.8,317.2,11.247,0
08:25:17.788,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159663,74.8812941,-18.8,316.8,11.238,0
08:25:17.878,46,103.0,885.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.91597,74.8812888,-18.9,316.4,11.229,0
08:25:17.968,46,103.0,902.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159736,74.8812834,-19.0,316.0,11.219,0
08:25:18.088,46,103.0,902.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159784,74.8812762,-19.1,315.4,11.207,0
08:25:18.178,46,103.0,902.0,5.0,19.0,8.86,83.5,17.0,14.1,14.5,12.9159821,74.8812708,-19.2,315.0,11.198,0
08:25:18.268,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9159857,74.8812654,-19.3,314.6,11.189,0
08:25:18.358,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9159893,74.88126,-19.4,314.2,11.179,0
08:25:18.448,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.915993,74.8812546,-19.5,313.8,11.17,0
08:25:18.538,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9159966,74.8812493,-19.5,313.4,11.161,0
08:25:18.629,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160003,74.8812438,-19.6,313.0,11.152,0
08:25:18.718,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160039,74.8812385,-19.7,312.6,11.142,0
08:25:18.808,46,103.0,902.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160075,74.8812331,-19.8,312.2,11.133,0
08:25:18.898,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160111,74.8812277,-19.9,311.8,11.124,0
08:25:18.988,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160147,74.8812223,-20.0,311.4,11.115,0
08:25:19.078,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160184,74.8812169,-20.0,311.0,11.105,0
08:25:19.168,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.916022,74.8812116,-20.1,310.6,11.096,0
08:25:19.258,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160256,74.8812062,-20.2,310.2,11.087,0
08:25:19.348,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160293,74.8812008,-20.3,309.8,11.078,0
08:25:19.438,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.1,12.9160329,74.8811954,-20.4,309.4,11.068,0
08:25:19.528,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160365,74.88119,-20.5,309.0,11.059,0
08:25:19.618,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160402,74.8811846,-20.5,308.6,11.05,0
08:25:19.708,46,103.0,907.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160438,74.8811792,-20.6,308.2,11.041,0
08:25:19.798,46,103.0,906.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160474,74.8811739,-20.7,307.8,11.032,0
08:25:19.918,46,103.0,906.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160523,74.8811667,-20.8,307.3,11.019,0
08:25:20.008,46,103.0,906.0,5.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160559,74.8811613,-20.9,306.9,11.01,0
08:25:20.098,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160595,74.8811559,-21.0,306.5,11.001,0
08:25:20.188,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160632,74.8811505,-21.1,306.1,10.991,0
08:25:20.278,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160668,74.8811451,-21.2,305.7,10.982,0
08:25:20.368,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160704,74.8811397,-21.2,305.3,10.973,0
08:25:20.458,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.916074,74.8811344,-21.3,304.9,10.964,0
08:25:20.548,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160777,74.881129,-21.4,304.5,10.955,0
08:25:20.638,46,103.0,906.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160813,74.8811236,-21.5,304.1,10.945,0
08:25:20.728,46,103.0,910.0,5.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160849,74.8811182,-21.6,303.7,10.936,0
08:25:20.818,46,103.0,910.0,4.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160886,74.8811128,-21.7,303.3,10.927,0
08:25:20.908,46,103.0,910.0,4.0,19.0,8.97,83.5,17.0,14.1,14.5,12.9160922,74.8811074,-21.7,302.9,10.918,0
08:25:20.998,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160958,74.881102,-21.8,302.5,10.908,0
08:25:21.088,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9160995,74.8810967,-21.9,302.1,10.899,0
08:25:21.178,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,14.1,14.5,12.9161031,74.8810913,-22.0,301.7,10.89,0
08:25:21.268,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,15.7,14.5,12.9161067,74.8810859,-22.1,301.3,10.881,0
08:25:21.358,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,15.7,15.3,12.9161104,74.8810805,-22.2,300.9,10.871,0
08:25:21.448,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,15.7,15.3,12.916114,74.8810751,-22.3,300.5,10.862,0
08:25:21.538,46,103.0,910.0,4.0,19.0,9.08,83.5,17.0,15.7,15.3,12.9161176,74.8810697,-22.3,300.1,10.853,0
08:25:21.628,46,103.0,844.0,4.0,19.0,9.08,83.5,17.0,15.7,15.3,12.9161212,74.8810643,-22.4,299.7,10.844,0
08:25:21.718,46,103.0,844.0,6.0,19.0,9.08,83.5,17.0,15.7,15.3,12.9161249,74.8810589,-22.5,299.3,10.834,0
08:25:21.808,46,103.0,844.0,6.0,19.0,9.08,83.5,17.0,15.7,15.3,12.9161285,74.8810536,-22.6,298.9,10.825,0
08:25:21.898,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,15.7,15.3,12.9161321,74.8810482,-22.7,298.5,10.816,0
08:25:21.988,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,15.7,15.3,12.9161358,74.8810428,-22.8,298.1,10.807,0
08:25:22.078,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,15.7,15.3,12.9161394,74.8810374,-22.8,297.7,10.797,0
08:25:22.168,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,20.8,15.3,12.916143,74.881032,-22.9,297.2,10.788,0
08:25:22.258,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,20.8,22.4,12.9161467,74.8810266,-23.0,296.8,10.779,0
08:25:22.348,46,103.0,844.0,6.0,19.0,10.66,83.5,17.0,20.8,22.4,12.9161503,74.8810212,-23.1,296.4,10.77,0
08:25:22.438,46,104.0,844.0,6.0,19.0,10.66,83.5,17.0,20.8,22.4,12.9161539,74.8810159,-23.2,296.0,10.76,0
08:25:22.528,46,104.0,1167.0,6.0,19.0,10.66,83.5,17.0,20.8,22.4,12.9161576,74.8810105,-23.3,295.6,10.751,0
08:25:22.618,46,104.0,1167.0,10.0,19.0,10.66,83.5,17.0,20.8,22.4,12.9161612,74.8810051,-23.3,295.2,10.742,0
08:25:22.708,46,104.0,1167.0,10.0,20.0,10.66,83.5,17.0,20.8,22.4,12.9161648,74.8809997,-23.4,294.8,10.733,0
08:25:22.798,46,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,20.8,22.4,12.9161684,74.8809943,-23.5,294.4,10.724,0
08:25:22.918,46,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,20.8,22.4,12.9161733,74.8809871,-23.6,293.9,10.711,0
08:25:23.008,46,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,20.8,22.4,12.9161769,74.8809817,-23.7,293.5,10.702,0
08:25:23.098,46,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,47.8,22.4,12.9161806,74.8809764,-23.8,293.1,10.693,0
08:25:23.188,46,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,47.8,48.6,12.9161842,74.880971,-23.9,292.7,10.683,0
08:25:23.278,47,104.0,1167.0,10.0,20.0,19.97,83.5,17.0,47.8,48.6,12.9161878,74.8809656,-24.0,292.3,10.674,0
08:25:23.369,47,123.0,1167.0,10.0,20.0,19.97,83.5,17.0,47.8,48.6,12.9161915,74.8809601,-24.0,291.9,10.665,0
08:25:23.459,47,123.0,1962.0,10.0,20.0,19.97,83.5,17.0,47.8,48.6,12.9161951,74.8809548,-24.1,291.5,10.656,0
08:25:23.549,47,123.0,1962.0,17.0,20.0,19.97,83.5,17.0,47.8,48.6,12.9161987,74.8809494,-24.2,291.1,10.646,0
08:25:23.638,47,123.0,1962.0,17.0,24.0,19.97,83.5,17.0,47.8,48.6,12.9162023,74.880944,-24.3,290.7,10.637,0
08:25:23.730,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,47.8,48.6,12.916206,74.8809385,-24.4,290.3,10.628,0
08:25:23.822,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,47.8,48.6,12.9162098,74.880933,-24.5,289.9,10.618,0
08:25:23.908,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,47.8,48.6,12.9162132,74.8809279,-24.5,289.5,10.61,0
08:25:23.999,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,14.1,48.6,12.9162169,74.8809224,-24.6,289.1,10.6,0
08:25:24.088,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,14.1,14.5,12.9162205,74.8809171,-24.7,288.7,10.591,0
08:25:24.179,47,123.0,1962.0,17.0,24.0,47.3,83.5,17.0,14.1,14.5,12.9162242,74.8809117,-24.8,288.3,10.582,0
08:25:24.269,47,97.0,1962.0,17.0,24.0,47.3,83.5,17.0,14.1,14.5,12.9162278,74.8809063,-24.9,287.9,10.572,0
08:25:24.360,47,97.0,1900.0,17.0,24.0,47.3,83.5,17.0,14.1,14.5,12.9162315,74.8809008,-25.0,287.5,10.563,0
08:25:24.449,47,97.0,1900.0,21.0,24.0,47.3,83.5,17.0,14.1,14.5,12.9162351,74.8808955,-25.1,287.1,10.554,0
08:25:24.539,47,97.0,1900.0,21.0,28.0,47.3,83.5,17.0,14.1,14.5,12.9162387,74.8808901,-25.1,286.7,10.545,0
08:25:24.659,47,97.0,1900.0,21.0,28.0,26.72,83.5,17.0,14.1,14.5,12.9162435,74.8808829,-25.3,286.1,10.532,0
08:25:24.749,47,97.0,1900.0,21.0,28.0,26.72,31.0,17.0,14.1,14.5,12.9162472,74.8808776,-25.3,285.7,10.523,0
08:25:24.839,47,97.0,1900.0,21.0,28.0,26.72,31.0,17.0,14.1,14.5,12.9162508,74.8808722,-25.4,285.3,10.514,0
08:25:24.928,47,97.0,1900.0,21.0,28.0,26.72,31.0,17.0,47.1,14.5,12.9162544,74.8808668,-25.5,284.9,10.505,0
08:25:25.019,47,97.0,1900.0,21.0,28.0,26.72,31.0,17.0,47.1,51.4,12.916258,74.8808614,-25.6,284.5,10.495,0
08:25:25.108,47,97.0,1900.0,21.0,28.0,26.72,31.0,17.0,47.1,51.4,12.9162616,74.8808561,-25.7,284.1,10.486,0
08:25:25.199,47,116.0,1900.0,21.0,28.0,26.72,31.0,17.0,47.1,51.4,12.9162653,74.8808506,-25.8,283.7,10.477,0
08:25:25.289,47,116.0,1511.0,21.0,28.0,26.72,31.0,17.0,47.1,51.4,12.9162689,74.8808452,-25.8,283.3,10.468,0
08:25:25.378,47,116.0,1511.0,26.0,28.0,26.72,31.0,17.0,47.1,51.4,12.9162725,74.8808399,-25.9,282.9,10.459,0
08:25:25.469,47,116.0,1511.0,26.0,26.0,26.72,31.0,17.0,47.1,51.4,12.9162762,74.8808345,-26.0,282.5,10.449,0
08:25:25.559,47,116.0,1511.0,26.0,26.0,36.08,31.0,17.0,47.1,51.4,12.9162798,74.8808291,-26.1,282.1,10.44,0
08:25:25.649,47,116.0,1511.0,26.0,26.0,36.08,83.5,17.0,47.1,51.4,12.9162835,74.8808237,-26.2,281.7,10.431,0
08:25:25.739,47,116.0,1511.0,26.0,26.0,36.08,83.5,17.0,47.1,51.4,12.9162871,74.8808183,-26.3,281.3,10.422,0
08:25:25.829,47,116.0,1511.0,26.0,26.0,36.08,83.5,17.0,58.4,51.4,12.9162907,74.8808129,-26.3,280.9,10.412,0
08:25:25.919,47,116.0,1511.0,26.0,26.0,36.08,83.5,17.0,58.4,58.8,12.9162944,74.8808075,-26.4,280.5,10.403,0
08:25:26.009,47,116.0,1511.0,26.0,26.0,36.08,83.5,17.0,58.4,58.8,12.916298,74.8808021,-26.5,280.1,10.394,0
08:25:26.098,47,183.0,1511.0,26.0,26.0,36.08,83.5,17.0,58.4,58.8,12.9163016,74.8807968,-26.6,279.7,10.385,0
08:25:26.189,47,183.0,1995.0,26.0,26.0,36.08,83.5,17.0,58.4,58.8,12.9163052,74.8807914,-26.7,279.3,10.375,0
08:25:26.279,47,183.0,1995.0,34.0,26.0,36.08,83.5,17.0,58.4,58.8,12.9163089,74.880786,-26.8,278.9,10.366,0
08:25:26.369,47,183.0,1995.0,34.0,25.0,36.08,83.5,17.0,58.4,58.8,12.9163125,74.8807806,-26.8,278.5,10.357,0
08:25:26.459,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,58.4,58.8,12.9163161,74.8807752,-26.9,278.1,10.348,0
08:25:26.549,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,58.4,58.8,12.9163198,74.8807698,-27.0,277.7,10.338,0
08:25:26.638,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,58.4,58.8,12.9163234,74.8807645,-27.1,277.3,10.329,0
08:25:26.729,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,52.9,58.8,12.916327,74.8807591,-27.2,276.9,10.32,0
08:25:26.818,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,52.9,53.7,12.9163306,74.8807537,-27.3,276.5,10.311,0
08:25:26.908,47,183.0,1995.0,34.0,25.0,77.36,83.5,17.0,52.9,53.7,12.9163343,74.8807483,-27.3,276.1,10.302,0
08:25:26.998,47,203.0,1995.0,34.0,25.0,77.36,83.5,17.0,52.9,53.7,12.9163379,74.880743,-27.4,275.7,10.292,0
08:25:27.089,47,203.0,2518.0,34.0,25.0,77.36,83.5,17.0,52.9,53.7,12.9163416,74.8807375,-27.5,275.3,10.283,0
08:25:27.178,47,203.0,2518.0,43.0,25.0,77.36,83.5,17.0,52.9,53.7,12.9163451,74.8807322,-27.6,274.9,10.274,0
08:25:27.268,47,203.0,2518.0,43.0,27.0,77.36,83.5,17.0,52.9,53.7,12.9163488,74.8807268,-27.7,274.5,10.265,0
